gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
1.0,0,0.0,0.0,24,1.0,2.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,84.85,3750.0,0
0.0,0,1.0,1.0,5,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,34.25,725.0,0
0.0,0,1.0,1.0,33,1.0,2.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,88.6,4286.0,0
0.0,0,0.0,0.0,42,1.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,60.15,4001.0,0
1.0,0,0.0,0.0,23,1.0,0.0,1.0,2.0,0.0,2.0,0.0,2.0,2.0,1.0,1.0,1.0,99.95,3921.0,0
1.0,0,0.0,0.0,8,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.7,1714.0,0
1.0,0,0.0,0.0,66,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,54.8,4614.0,0
1.0,0,0.0,0.0,24,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,49.55,2776.0,1
1.0,1,0.0,0.0,24,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,54.8,2904.0,0
1.0,0,0.0,0.0,69,1.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,1.0,1.0,1.0,78.6,5547.0,1
0.0,0,0.0,0.0,53,1.0,0.0,1.0,0.0,2.0,2.0,0.0,2.0,2.0,1.0,1.0,3.0,100.3,5482.0,0
0.0,0,0.0,0.0,60,0.0,1.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,53.6,4496.0,0
0.0,0,1.0,0.0,7,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,81.1,1755.0,1
0.0,0,0.0,0.0,20,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19.35,1456.0,0
0.0,0,1.0,1.0,23,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,85.6,3603.0,0
1.0,0,1.0,1.0,72,1.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,80.8,5713.0,0
1.0,0,1.0,0.0,11,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,74.95,2179.0,1
1.0,0,0.0,0.0,21,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,3.0,19.6,1359.0,0
1.0,1,0.0,0.0,1,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,93.55,476.0,1
1.0,1,0.0,0.0,31,1.0,2.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,90.7,4259.0,0
0.0,0,0.0,0.0,57,1.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,3.0,69.75,4838.0,0
0.0,0,1.0,1.0,45,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,20.0,2284.0,0
1.0,0,0.0,0.0,10,1.0,2.0,1.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0,2.0,95.25,2491.0,0
0.0,0,1.0,0.0,58,1.0,2.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,102.1,5781.0,1
1.0,0,0.0,1.0,14,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,19.95,1058.0,0
1.0,0,1.0,0.0,27,1.0,2.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,3.0,80.85,3857.0,0
0.0,0,1.0,1.0,14,1.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,90.9,2852.0,1
0.0,0,1.0,1.0,12,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,29.2,1165.0,1
0.0,0,1.0,1.0,69,1.0,2.0,1.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,1.0,0.0,93.3,5998.0,0
0.0,0,1.0,1.0,25,1.0,0.0,1.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,89.15,3892.0,1
1.0,1,1.0,0.0,58,1.0,2.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,1.0,1.0,2.0,108.85,5944.0,1
0.0,0,1.0,1.0,35,0.0,1.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,1.0,1.0,46.35,3378.0,0
0.0,1,0.0,0.0,16,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,84.75,2994.0,1
1.0,0,1.0,1.0,45,1.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,78.75,4689.0,0
0.0,0,0.0,0.0,17,1.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,83.55,2960.0,0
0.0,0,1.0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,45.7,158.0,1
1.0,0,0.0,0.0,22,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,19.6,1438.0,0
0.0,1,0.0,0.0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,69.95,295.0,1
1.0,0,1.0,1.0,67,1.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,3.0,67.85,5206.0,0
0.0,0,1.0,1.0,67,1.0,2.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,105.65,6110.0,0
0.0,0,1.0,0.0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,44.6,500.0,1
1.0,0,0.0,0.0,23,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,74.95,3423.0,1
0.0,1,0.0,0.0,9,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,75.5,1857.0,0
0.0,0,0.0,0.0,5,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,20.15,570.0,0
1.0,0,0.0,0.0,54,0.0,1.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,1.0,45.2,4033.0,0
0.0,0,0.0,0.0,57,1.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,1.0,2.0,95.25,5591.0,1
1.0,0,0.0,0.0,24,1.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,3.0,89.85,3818.0,1
0.0,0,1.0,1.0,49,1.0,2.0,1.0,0.0,2.0,0.0,0.0,2.0,2.0,1.0,0.0,3.0,100.45,5375.0,1
1.0,0,0.0,0.0,5,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,47.15,912.0,1
1.0,0,0.0,0.0,2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,80.2,784.0,1
0.0,0,0.0,1.0,4,1.0,2.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,3.0,87.1,1252.0,1
1.0,0,1.0,1.0,70,1.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,1.0,0.0,79.25,5718.0,0
1.0,0,0.0,0.0,5,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,75.9,1291.0,1
1.0,0,1.0,1.0,53,1.0,2.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,85.7,5203.0,0
0.0,0,1.0,0.0,47,1.0,2.0,1.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,1.0,2.0,98.75,5163.0,1
0.0,0,0.0,1.0,31,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,20.1,1777.0,0
1.0,0,1.0,1.0,13,1.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,61.8,2055.0,0
0.0,0,1.0,1.0,28,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,49.9,3081.0,0
0.0,0,0.0,0.0,10,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,86.45,2195.0,1
1.0,0,1.0,0.0,38,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,20.4,2046.0,0
0.0,0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,45.3,152.0,1
1.0,0,1.0,0.0,67,1.0,2.0,1.0,0.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,2.0,104.1,6217.0,1
1.0,0,1.0,0.0,52,1.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,1.0,1.0,3.0,75.4,4818.0,0
1.0,0,1.0,1.0,62,1.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,108.15,6142.0,0
0.0,0,0.0,0.0,16,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,86.25,2978.0,0
0.0,1,1.0,0.0,5,1.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,81.0,1324.0,1
1.0,0,0.0,0.0,12,1.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,0.0,2.0,95.7,2740.0,0
0.0,0,1.0,1.0,72,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,116.85,6521.0,0
1.0,1,0.0,0.0,71,1.0,2.0,1.0,0.0,2.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,105.75,6311.0,0
0.0,0,1.0,0.0,24,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,20.15,1511.0,0
0.0,0,0.0,0.0,15,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,3.0,19.6,1226.0,0
1.0,0,1.0,0.0,67,1.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,90.6,5863.0,1
1.0,0,0.0,1.0,2,1.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.95,612.0,0
0.0,0,1.0,1.0,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,25.05,589.0,0
0.0,0,1.0,0.0,15,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,88.15,3053.0,1
1.0,0,0.0,0.0,1,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,20.2,26.0,1
1.0,0,1.0,1.0,41,1.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,60.3,4063.0,0
0.0,0,0.0,1.0,43,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,63.95,4204.0,0
1.0,1,1.0,0.0,1,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,74.3,338.0,0
0.0,1,0.0,0.0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,70.6,308.0,0
0.0,0,1.0,1.0,26,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,90.8,3964.0,1
1.0,0,0.0,0.0,22,1.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,79.35,3446.0,1
1.0,0,1.0,0.0,71,1.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,90.55,6000.0,0
1.0,0,0.0,0.0,7,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,3.0,19.45,734.0,0
0.0,1,0.0,0.0,28,1.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,64.45,3601.0,0
1.0,1,0.0,0.0,16,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,69.65,2530.0,0
1.0,0,0.0,0.0,7,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,19.5,593.0,0
0.0,0,0.0,0.0,69,1.0,2.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,110.5,6325.0,0
0.0,0,0.0,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,24.7,53.0,0
1.0,0,0.0,0.0,3,1.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,0.0,1.0,2.0,77.4,859.0,0
1.0,1,0.0,0.0,21,1.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,1.0,0.0,96.8,3736.0,1
0.0,0,1.0,0.0,69,1.0,2.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,85.4,5776.0,0
0.0,0,1.0,0.0,71,0.0,1.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,1.0,0.0,47.6,4571.0,0
0.0,0,1.0,1.0,69,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,3.0,19.4,2987.0,0
0.0,0,0.0,0.0,48,1.0,2.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0,103.85,5376.0,0
1.0,0,1.0,0.0,47,1.0,2.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,83.35,4935.0,1
0.0,0,0.0,0.0,2,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,49.4,527.0,1
1.0,0,0.0,0.0,45,1.0,2.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,108.45,5384.0,0
1.0,0,0.0,0.0,51,1.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,4941.0,0
0.0,0,1.0,0.0,22,1.0,2.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0,2.0,79.2,3461.0,1
1.0,0,0.0,0.0,72,1.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,86.65,5926.0,0
1.0,0,1.0,1.0,37,1.0,2.0,1.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,1.0,2.0,92.95,4586.0,0
1.0,0,1.0,1.0,71,1.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,90.35,5965.0,0
1.0,0,1.0,1.0,7,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,48.7,1247.0,1
0.0,0,0.0,0.0,66,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,25.15,3401.0,0
1.0,0,1.0,1.0,51,1.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,0.0,76.4,4876.0,0
0.0,0,1.0,1.0,30,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,19.55,1813.0,0
0.0,0,0.0,0.0,34,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,85.35,4292.0,0
1.0,0,1.0,1.0,64,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,24.8,3226.0,0
1.0,1,1.0,0.0,65,1.0,2.0,1.0,0.0,2.0,2.0,0.0,2.0,2.0,1.0,1.0,0.0,103.15,6135.0,0
1.0,0,0.0,0.0,47,1.0,2.0,1.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,3.0,100.75,5223.0,0
0.0,0,0.0,0.0,1,1.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,95.6,491.0,1
0.0,0,0.0,0.0,49,1.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,59.75,4313.0,1
0.0,0,1.0,1.0,67,1.0,2.0,1.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,1.0,94.1,5955.0,0
1.0,0,0.0,1.0,39,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,19.35,2101.0,0
1.0,0,0.0,0.0,14,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,19.9,1095.0,0
0.0,1,0.0,0.0,43,1.0,0.0,1.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,1.0,1.0,108.15,5196.0,1
1.0,1,0.0,0.0,56,1.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,1.0,2.0,101.05,5647.0,0
0.0,0,0.0,0.0,14,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,59.1,2092.0,0
0.0,0,0.0,0.0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,71.35,320.0,1
1.0,0,1.0,1.0,16,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,55.85,2244.0,0
1.0,0,1.0,1.0,70,1.0,2.0,1.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,106.05,6354.0,0
1.0,1,1.0,0.0,72,1.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,1.0,1.0,84.1,5832.0,0
0.0,0,1.0,1.0,23,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,75.3,3417.0,0
1.0,0,0.0,1.0,21,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,24.7,1529.0,0
0.0,0,0.0,0.0,1,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,20.15,25.0,1
1.0,0,0.0,1.0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.75,291.0,1
0.0,1,1.0,0.0,32,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,93.2,4310.0,1
1.0,0,1.0,1.0,17,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,80.85,3071.0,1
0.0,0,0.0,0.0,4,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,33.65,623.0,1
0.0,0,0.0,0.0,36,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,55.8,3669.0,0
0.0,0,0.0,0.0,50,0.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0,39.7,3660.0,0
0.0,0,1.0,1.0,48,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,29.5,3106.0,0
0.0,0,0.0,1.0,50,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,20.15,2426.0,0
1.0,0,1.0,0.0,72,1.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,1.0,79.55,5752.0,0
1.0,0,0.0,1.0,10,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,24.8,916.0,0
0.0,0,0.0,0.0,18,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,19.65,1361.0,0
1.0,0,0.0,0.0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,79.95,392.0,1
0.0,0,0.0,0.0,1,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,19.3,9.0,1
1.0,0,0.0,0.0,9,1.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,1.0,2.0,94.05,2156.0,0
1.0,0,0.0,0.0,2,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,90.75,768.0,0
0.0,0,1.0,0.0,40,1.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,78.85,4433.0,0
1.0,0,1.0,0.0,69,1.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,0.0,0.0,99.5,6149.0,0
0.0,0,1.0,0.0,37,1.0,2.0,1.0,2.0,0.0,2.0,2.0,0.0,2.0,1.0,1.0,2.0,99.2,4760.0,1
1.0,0,0.0,1.0,18,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,80.55,3079.0,0
1.0,1,1.0,0.0,11,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,70.2,2204.0,0
0.0,0,1.0,0.0,8,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,85.2,1842.0,1
0.0,0,0.0,0.0,3,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,75.25,977.0,1
1.0,0,1.0,1.0,55,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,59.45,4447.0,0
1.0,0,1.0,0.0,33,1.0,2.0,1.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0,2.0,93.35,4412.0,0
0.0,0,0.0,0.0,46,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.95,3820.0,0
1.0,0,0.0,0.0,34,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,26.1,2439.0,0
0.0,0,0.0,0.0,3,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,20.2,268.0,0
1.0,0,1.0,1.0,30,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,3.0,21.25,1990.0,0
0.0,0,0.0,0.0,33,1.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,59.4,3676.0,0
1.0,0,1.0,1.0,45,1.0,2.0,1.0,0.0,2.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,95.0,5084.0,0
1.0,0,0.0,0.0,40,1.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,61.9,4149.0,0
0.0,0,0.0,0.0,71,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,118.65,6520.0,0
1.0,0,0.0,0.0,1,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,54.35,216.0,1
0.0,0,1.0,1.0,72,0.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,64.45,5161.0,0
0.0,0,1.0,1.0,22,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,80.15,3521.0,0
1.0,0,1.0,1.0,46,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,20.2,2219.0,0
0.0,0,1.0,1.0,55,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,3.0,21.0,2775.0,0
1.0,0,0.0,0.0,1,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,20.45,31.0,0
0.0,0,0.0,0.0,12,1.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,3.0,75.85,2233.0,0
1.0,0,0.0,0.0,31,1.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,80.45,4010.0,0
1.0,0,1.0,0.0,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,24.95,511.0,1
0.0,0,1.0,1.0,67,1.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,2.0,75.5,5493.0,0
1.0,0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,44.45,137.0,0
1.0,0,1.0,0.0,40,0.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,42.35,3433.0,1
1.0,0,1.0,1.0,41,1.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0,74.55,4368.0,0
1.0,0,0.0,0.0,1,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,75.3,349.0,1
1.0,0,0.0,0.0,51,1.0,2.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,94.8,5306.0,1
1.0,0,1.0,1.0,42,0.0,1.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,1.0,48.15,3739.0,0
1.0,0,1.0,1.0,23,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,19.65,1467.0,0
0.0,1,0.0,0.0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,70.55,307.0,1
0.0,0,0.0,0.0,1,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,20.15,25.0,0
0.0,0,0.0,0.0,56,1.0,2.0,1.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,106.6,5786.0,0
1.0,0,0.0,1.0,15,1.0,2.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,91.0,3123.0,0
1.0,0,1.0,1.0,12,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,25.4,1172.0,0
0.0,0,1.0,1.0,54,1.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,69.95,4822.0,0
0.0,0,0.0,0.0,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,66.85,1514.0,0
0.0,0,1.0,1.0,33,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,86.15,4207.0,1
1.0,0,1.0,1.0,16,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,20.15,1251.0,0
0.0,0,0.0,1.0,21,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,3.0,64.85,2972.0,0
